ligne,organisme,statut,lien
861,Association des familles Calabraise,exact,https://maps.google.com/?cid=4405637049803229878&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
862,Arche-Montréal (L’),exact,https://maps.google.com/?cid=877303991377114732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
863,Amis du parc Angrignon (Les),exact,https://maps.google.com/?cid=7901299695529624926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
864,Auberge communautaire du Sud-Ouest,exact,https://maps.google.com/?cid=11641304791597681344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
865,"Centre d’aide à la réussite et au développement, CARD",exact,https://maps.google.com/?cid=12442800409128794490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
866,Centre de Loisirs Monseigneur Pigeon,exact,https://maps.google.com/?cid=1438328902010517679&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
867,"Centre Social d’aide aux immigrants, CSAI",exact,https://maps.google.com/?cid=10123059939268520206&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
868,Groupe Pro-Vert,exact,https://maps.google.com/?cid=2048601831500037847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
869,Maison d’Entraide St-Paul/Émard,exact,https://maps.google.com/?cid=5442270883056791598&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
870,Maison de Jeunes RadoActif,exact,https://maps.google.com/?cid=7748958749195746438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
871,Maison Répit Oasis,exact,https://maps.google.com/?cid=225866974674731761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
872,P.O.P.I.R. – Comité Logement,exact,https://maps.google.com/?cid=1039495799502875284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
873,Prévention Sud-Ouest,exact,https://maps.google.com/?cid=9408778191411531111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
874,Répit Emergo,exact,https://maps.google.com/?cid=681653685107351205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
875,ROPASOM,exact,https://maps.google.com/?cid=6112537881417736514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
876,Services Bénévoles aux Aînés de Ville-Émard/Côte St-Paul,exact,https://maps.google.com/?cid=6292223418404672372&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
877,Station Familles,exact,https://maps.google.com/?cid=7571447327737412751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
878,Société d’Histoire St-Paul/Émard,exact,https://maps.google.com/?cid=14029975347451595543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
879,Société de Saint-Vincent de Paul,exact,https://maps.google.com/?cid=9128375048384513066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
880,"Travail de rue et d’action communautaire, TRAC",exact,https://maps.google.com/?cid=9034339268917541732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
881,GRAME – Éco-quartier Sud-Ouest,exact,https://maps.google.com/?cid=16283663847668014493&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
882,Entreprises d’économie sociale,exact,https://maps.google.com/?cid=16970749637527311154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
883,"Association coopérative d’économie familiale, ACEF Sud-Ouest",exact,https://maps.google.com/?cid=15903360890454283354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
884,Centre d’aide et de soutien aux intervenants et organismes en petite enfance,exact,https://maps.google.com/?cid=5732470466370528082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
885,CPE Enfants Soleil,doute,
886,CPE le Joyeux Carrousel,exact,https://maps.google.com/?cid=12320323724368135779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
887,CPE Les Petits Lutins de Côte St-Paul,exact,https://maps.google.com/?cid=8062560558848845565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
888,Groupe Paradoxe,exact,https://maps.google.com/?cid=4772092560928138881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
889,Le Groupe de ressources techniques Bâtir son quartier,exact,https://maps.google.com/?cid=15757143181188487994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
890,"Regroupement économique et social du Sud-Ouest, RÉSO",exact,https://maps.google.com/?cid=16883181417088485549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
891,Centre de services scolaire de Montréal,exact,https://maps.google.com/?cid=3655780662957966658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
892,CIUSSS du Centre-Sud-de-l’Ile-de-Montréal,exact,https://maps.google.com/?cid=13981248375403450698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
893,"Office municipal d’habitation de Montréal, OMHM",exact,https://maps.google.com/?cid=10771450618831147683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
894,Service de police de la ville de Montréal –SPVM Poste de quartier 15,exact,https://maps.google.com/?cid=4464482179182483172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
895,Ville de Montréal – Arrondissement du Sud-Ouest,exact,https://maps.google.com/?cid=45447178385925524&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
896,CIUSSS Centre-Ouest,doute,
897,Web Giunka,exact,https://maps.google.com/?cid=16631475319880243309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
898,Services Colius,doute,
899,Traduction Janis Warne,exact,https://maps.google.com/?cid=684483432179221568&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
900,Adam ProgressFit,doute,
901,Déjà Vu NDG,doute,
902,Ruche d'Art NDG,exact,https://maps.google.com/?cid=11167140565963750559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
903,Association des gens qui aiment Zoroastre,doute,
904,Bethlehem United Montreal Quebec,exact,https://maps.google.com/?cid=8509076599498556774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
905,Biz NDG,doute,
906,Black Community Resource Center,exact,https://maps.google.com/?cid=4338702449311415435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
907,Bread and Beyond,exact,https://maps.google.com/?cid=12072254014925622257&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
908,CJE NDG,doute,
909,CJLO 1690AM,exact,https://maps.google.com/?cid=17895126082345179095&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
910,Comité Jeunesse NDG,doute,
911,Coalition for Green & Quiet Neighborhoods,doute,
912,Dépôt Alimentaire NDG,doute,
913,Fondation Eva R. Gsum,exact,https://maps.google.com/?cid=15770979622675274154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
914,Exploration Learning,exact,https://maps.google.com/?cid=14336109791563575852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
915,Fondation de La Visite,exact,https://maps.google.com/?cid=9078810497767546443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
916,Garderie les petits Anges de Wesley INC.,exact,https://maps.google.com/?cid=2772566920853374886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
917,Goman Music Band,exact,https://maps.google.com/?cid=642664874652177656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
918,GRT ROMEL,exact,https://maps.google.com/?cid=17387281310896659428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
919,Habitations Communautaires NDG,exact,https://maps.google.com/?cid=12407369935594814792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
920,Centre Communautaire Iraqi,doute,
921,Église Presbytérienne Kensington,doute,
922,L'Abri en Ville,exact,https://maps.google.com/?cid=1999602317765891824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
923,Le coin iranien (Mehregan),doute,
924,Les Amis du Parc Meadowbrook,exact,https://maps.google.com/?cid=10174183574447017731&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
925,LogisAction,exact,https://maps.google.com/?cid=3454953106516758253&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
926,Maison de la Famille Mosaik,exact,https://maps.google.com/?cid=10727667583400764195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
927,Club des Lions de Montreal Centre,doute,
928,Association Wado Ryn Karate de Montreal,doute,
929,NDG Art Hop,doute,
930,Centre pour Aînés Espoir Nouveau,doute,
931,On our Own O3,doute,
932,Parents engagés pour la petite enfance (PEP),exact,https://maps.google.com/?cid=3386984882507166665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
933,PAAL Partageons le monde,exact,https://maps.google.com/?cid=7979236083357024242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
934,Prévention CDN-NDG,exact,https://maps.google.com/?cid=2455773719140048980&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
935,Complexe Queen Elizabeth - Administration,doute,
936,Société environnementale de Côte-des-Neiges (organisme promoteur d'Éco-quartier CDN-NDG),doute,
937,The Montreal Children's Theatre,exact,https://maps.google.com/?cid=8505518695861168711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
938,UrbaNature,exact,https://maps.google.com/?cid=124557753044293807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
939,Fondation Valiquette,exact,https://maps.google.com/?cid=1114520411397065209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
940,Vent over Tea,doute,
941,Westhaven-Elmhurst Community Recreation Association (WECRA),exact,https://maps.google.com/?cid=1359322208428325476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
942,L'envol des Femmes,doute,
943,YMCA du Quebec NDG,doute,
944,Y4Y Quebec,exact,https://maps.google.com/?cid=2114000787826985425&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
945,53 membres individuels,doute,
946,"L'Initiative montréalaise de soutien au développement social local - Centraide du Grand Montréal, Direction régionale de la santé publique, Ville de Montréal et Entente Ville - MTESS",exact,https://maps.google.com/?cid=3158561066353355853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
947,Programme de soutien aux organismes communautaires (PSOC) - Direction de Santé publique - Agence de la santé et des services sociaux de Montréal,doute,
948,Fondation Lucie et André Chagnon,exact,https://maps.google.com/?cid=2134961646238014456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
949,Dons,exact,https://maps.google.com/?cid=15256256817371385831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
950,Arrondissement CDN-NDG - Fonds de développement social – DCSLDS,doute,
951,Fonds Discrétionnaires des Élus,doute,
952,Mesure des Éclaireurs - Centre intégré universitaire de santé et de services sociaux du Centre-Ouest-de-l'Île-de-Montréal (COMTL),exact,https://maps.google.com/?cid=16253500331847050473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
953,"Mesure 3.1 Milieux de vie favorable - Petite enfance (MVF-PE) - Direction Régionale de la santé publique, CIUSSS du Centre-Sud-de-l'Île-de-Montréal (DRSP-CCSMTL)",doute,
954,Programmes PRIIME & Intégration - Emploi Québec,doute,
955,Service d'aide en impôt – Programme des Bénévoles (Fédéral & Provincial),doute,
956,Service Canada - Programme Emplois d'Été,doute,
957,Fondation Zeller,doute,
958,Département Patrimoine Canadien - Gouvernement du Canada,doute,
959,ACEF de l'Est,doute,
960,Arrondissement Mercier–Hochelaga-Maisonneuve,exact,https://maps.google.com/?cid=14076394564267020310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
961,Bibliothèque Langelier,exact,https://maps.google.com/?cid=7702456981785473278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
962,Boulangerie St-Vincent,exact,https://maps.google.com/?cid=11596832471439092820&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
963,Caisse Desjardins Centre-Est de Montréal,exact,https://maps.google.com/?cid=3735797520748698444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
964,Carrefour Relance,exact,https://maps.google.com/?cid=8630765882813595794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
965,Centraide,exact,https://maps.google.com/?cid=3158561066353355853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
966,Centre de services scolaire de Montréal,exact,https://maps.google.com/?cid=3655780662957966658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
967,Centre d'entraide Le Pivot,exact,https://maps.google.com/?cid=14171369311378697637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
968,Centre Naha,exact,https://maps.google.com/?cid=4587353643478928454&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
969,Chic Resto Pop,exact,https://maps.google.com/?cid=3864024667731236208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
970,CIUSSS de l'Est-de-l'Île-de-Montréal,exact,https://maps.google.com/?cid=12798820670008293031&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
971,Club social des amis de St-Fabien,exact,https://maps.google.com/?cid=2742932844367539905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
972,Comité Surveillance Louis Riel,exact,https://maps.google.com/?cid=11722022939529524480&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
973,Coopère,exact,https://maps.google.com/?cid=4126388000593741133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
974,CPE Le Jardin Charmant,exact,https://maps.google.com/?cid=14247381194550638016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
975,CRC St-Donat,doute,
976,École secondaire Édouard-Montpetit,exact,https://maps.google.com/?cid=14566263635602993307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
977,Escale Famille Le Triolet,exact,https://maps.google.com/?cid=386421993717480713&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
978,Frigo de l'Est,exact,https://maps.google.com/?cid=11794941626386857903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
979,GEMO,exact,https://maps.google.com/?cid=9063772889240843609&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
980,Gérer son quartier,exact,https://maps.google.com/?cid=14998620390289194523&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
981,Infologis,exact,https://maps.google.com/?cid=3732435760418674577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
982,Inici,exact,https://maps.google.com/?cid=12940775830322883041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
983,Je passe partout,exact,https://maps.google.com/?cid=663711982008040725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
984,L'Anonyme,doute,
985,Les Relevailles de Montréal,exact,https://maps.google.com/?cid=15533937895985700839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
986,Ligue 33,doute,
987,Maison des jeunes MAGI,exact,https://maps.google.com/?cid=11847051846487288098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
988,Office municipal d'habitation de Montréal,exact,https://maps.google.com/?cid=17015788227721849664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
989,PACT de rue,exact,https://maps.google.com/?cid=11822074765670229769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
990,Perspective Jeunesse,doute,
991,PITREM,exact,https://maps.google.com/?cid=4466534221456001392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
992,Projet Harmonie,exact,https://maps.google.com/?cid=4454142158428215718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
993,Rameau d'Olivier,exact,https://maps.google.com/?cid=10407017795261012429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
994,Repit Providence,exact,https://maps.google.com/?cid=13120548234995358058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
995,Regroupement des aidantes et aidants naturels de Montréal,exact,https://maps.google.com/?cid=17905486416043648531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
996,Repit Ressource,exact,https://maps.google.com/?cid=1114126686143555797&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
997,Réseau alimentaire de l'Est,exact,https://maps.google.com/?cid=17536276086497425843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
998,Service des loisirs Saint-Fabien,exact,https://maps.google.com/?cid=4540251337152072437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
999,Service des loisirs Notre-Dame-des-Victoires,exact,https://maps.google.com/?cid=8279652655783075118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1000,Société québécoise de la schizophrénie,exact,https://maps.google.com/?cid=14156859745884470538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1001,"SPVM, Poste de quartier 48",exact,https://maps.google.com/?cid=12789588914178701878&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1002,Tel-Écoute,exact,https://maps.google.com/?cid=646911665876456379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1003,Ville de Montréal,exact,https://maps.google.com/?cid=7299826163157823471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1004,Des citoyens engagés dans leur quartier,doute,
1005,Bureau de la députée Soraya Martinez Ferrada,doute,
1006,Bureau du député Paul St-Pierre Plamondon,doute,
1007,Bureau de la députée Karine Boivin Roy,exact,https://maps.google.com/?cid=18148538218178045327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1008,ACEF du Nord de Montréal,exact,https://maps.google.com/?cid=596882480903001487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1009,AMEIPH,doute,
1010,Accès Bénévolat,exact,https://maps.google.com/?cid=15978944578417576498&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1011,Arborescence,exact,https://maps.google.com/?cid=1446652959666911302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1012,BC La trottinette carottée,exact,https://maps.google.com/?cid=2869754547715646435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1013,BCHM,doute,
1014,Bâtir son Quartier,exact,https://maps.google.com/?cid=15757143181188487994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1015,Centre N A Rive de Montréal,exact,https://maps.google.com/?cid=16475884173565153683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1016,Centre d’aide aux familles latino-américaines (CAFLA),exact,https://maps.google.com/?cid=6850516080732027301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1017,Chœur de la Petite-Patrie,doute,
1018,Comité d’action pour la Qualité de Vie des Aîné.e.s de La Petite-Patrie (CAQVAPP),doute,
1019,Comité logement de la Petite Patrie,exact,https://maps.google.com/?cid=16768278063317111086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1020,Corporation d’éducation jeunesse,exact,https://maps.google.com/?cid=4608241095721754770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1021,Éco-quartier de Rosemont–La Petite-Patrie,exact,https://maps.google.com/?cid=10951961407499550208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1022,Écoute Entraide,doute,
1023,Fabrique familiale La Cabane,exact,https://maps.google.com/?cid=5668687746830925049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1024,Grossesse-Secours,exact,https://maps.google.com/?cid=15631251200180945717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1025,Groupe Conseil Saint-Denis Carrefour Jeunesse emploi Rosemont Petite-Patrie,exact,https://maps.google.com/?cid=911533631834643339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1026,Groupe l’Entre-Gens,exact,https://maps.google.com/?cid=8652350371582316224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1027,Halte la Ressource,exact,https://maps.google.com/?cid=730830187202845517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1028,L’Hôte Maison,exact,https://maps.google.com/?cid=14730896071001251013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
